airport,date,year,month,dep_flights,dep_cancelled,dep_diverted,dep_delayed15,dep_cancel_rate,dep_delay15_rate,avg_dep_delay,arr_flights,arr_cancelled,arr_diverted,arr_delayed15,arr_cancel_rate,arr_delay15_rate,avg_arr_delay,avg_taxi_out,avg_taxi_in,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min
BOS,2017-01-17,2017,1,327,1,0,26,0.0031,0.0798,-1.2,322,0,0,42,0.0,0.1304,-5.12,17.47,7.67,160.0,74.0,380.0,0,53.0
BOS,2017-01-18,2017,1,326,1,0,68,0.0031,0.2092,9.18,328,1,1,98,0.003,0.2997,9.95,16.71,7.85,639.0,1.0,1012.0,0,1068.0
BOS,2017-01-19,2017,1,339,2,0,39,0.0059,0.1157,3.08,342,1,0,48,0.0029,0.1408,-1.24,18.89,5.89,364.0,0,468.0,0,647.0
BOS,2017-01-20,2017,1,339,1,0,35,0.0029,0.1036,2.23,339,1,1,37,0.0029,0.1095,-2.87,18.2,6.96,158.0,69.0,377.0,0,447.0
BOS,2017-01-21,2017,1,220,0,0,14,0.0,0.0636,-1.5,217,1,1,26,0.0046,0.1204,-3.99,15.74,5.75,137.0,0,196.0,0,130.0
BOS,2017-01-22,2017,1,284,3,5,62,0.0106,0.2206,20.35,288,2,1,75,0.0069,0.2622,19.96,15.67,7.89,2907.0,52.0,2403.0,0,1272.0
BOS,2017-01-23,2017,1,341,9,3,106,0.0264,0.3193,18.13,338,12,0,117,0.0355,0.3589,17.89,19.77,8.05,1086.0,83.0,2867.0,10.0,1876.0
BOS,2017-01-24,2017,1,324,8,0,69,0.0247,0.2184,8.68,321,4,0,103,0.0125,0.3249,11.5,16.51,7.19,355.0,0,747.0,6.0,1044.0
BOS,2017-01-25,2017,1,324,2,1,17,0.0062,0.0528,-1.87,326,2,0,20,0.0061,0.0617,-10.8,18.69,6.01,121.0,0,140.0,0,422.0
BOS,2017-01-26,2017,1,338,0,0,35,0.0,0.1036,1.74,342,0,0,36,0.0,0.1053,-5.31,19.01,6.27,557.0,0,494.0,0,659.0
BOS,2017-01-27,2017,1,343,0,0,29,0.0,0.0845,2.19,340,1,0,24,0.0029,0.0708,-6.06,19.1,6.21,714.0,0,190.0,0,706.0
BOS,2017-01-28,2017,1,221,1,0,13,0.0045,0.0591,-2.31,218,0,0,22,0.0,0.1009,-8.46,15.51,5.79,40.0,0,16.0,15.0,210.0
BOS,2017-01-29,2017,1,283,2,0,33,0.0071,0.1174,9.7,288,2,0,46,0.0069,0.1608,8.1,15.92,6.31,2202.0,0,352.0,0,763.0
BOS,2017-01-30,2017,1,342,4,0,27,0.0117,0.0799,3.69,340,4,0,37,0.0118,0.1101,-1.75,17.75,5.62,676.0,0,117.0,0,1326.0
BOS,2017-01-31,2017,1,326,5,1,54,0.0153,0.1682,7.44,322,4,0,90,0.0124,0.283,7.49,24.88,7.98,489.0,230.0,2016.0,0,1704.0
BOS,2018-01-01,2018,1,321,3,0,139,0.0093,0.4371,30.93,320,1,0,117,0.0031,0.3668,20.78,18.92,8.47,4491.0,778.0,1045.0,43.0,2214.0
BOS,2018-01-02,2018,1,353,1,0,117,0.0028,0.3324,16.72,353,1,1,121,0.0028,0.3438,14.52,19.76,7.2,1647.0,667.0,515.0,2.0,1550.0
BOS,2018-01-03,2018,1,347,7,1,94,0.0202,0.2765,13.68,346,76,0,62,0.2197,0.2296,7.72,17.54,7.18,1695.0,83.0,1075.0,0,1201.0
BOS,2018-01-04,2018,1,355,328,1,2,0.9239,0.0741,0.33,354,350,0,3,0.9887,0.75,535.5,17.89,7.0,77.0,0,24.0,0,0
BOS,2018-01-05,2018,1,357,163,0,145,0.4566,0.7474,92.06,357,71,0,195,0.1989,0.6818,70.65,24.27,10.35,5981.0,557.0,1220.0,0,8989.0
BOS,2018-01-06,2018,1,258,12,0,166,0.0465,0.6748,66.0,248,13,0,111,0.0524,0.4723,41.23,20.67,11.63,7055.0,1052.0,584.0,30.0,4920.0
BOS,2018-01-07,2018,1,340,19,0,156,0.0559,0.486,40.76,353,21,1,137,0.0595,0.4127,32.33,19.05,10.03,4767.0,671.0,1083.0,45.0,4244.0
BOS,2018-01-08,2018,1,400,23,3,152,0.0575,0.4032,23.55,403,22,0,146,0.0546,0.3832,19.79,21.0,9.12,2008.0,189.0,2845.0,0,3338.0
BOS,2018-01-09,2018,1,381,5,3,89,0.0131,0.2367,10.52,378,6,1,80,0.0159,0.2151,3.99,21.3,7.08,1641.0,0,1541.0,0,1178.0
BOS,2018-01-10,2018,1,388,6,0,49,0.0155,0.1283,5.64,391,5,0,41,0.0128,0.1062,-4.4,19.24,6.77,1596.0,35.0,508.0,0,642.0
BOS,2018-01-11,2018,1,402,3,3,74,0.0075,0.1855,9.83,402,4,0,72,0.01,0.1809,2.87,19.29,6.95,2084.0,0,545.0,0,1378.0
BOS,2018-01-12,2018,1,406,38,5,170,0.0936,0.462,44.44,405,37,0,228,0.0914,0.6196,48.41,22.86,7.92,3221.0,570.0,5795.0,0,6756.0
BOS,2018-01-13,2018,1,252,2,0,40,0.0079,0.16,8.1,242,5,0,38,0.0207,0.1603,0.51,16.88,6.86,1303.0,0,495.0,5.0,683.0
BOS,2018-01-14,2018,1,298,0,0,35,0.0,0.1174,3.87,305,2,0,41,0.0066,0.1353,-5.28,16.64,8.26,1164.0,0,425.0,33.0,688.0
BOS,2018-01-15,2018,1,391,9,0,182,0.023,0.4764,40.76,393,6,1,203,0.0153,0.5245,37.49,36.1,13.86,1960.0,5632.0,5200.0,4.0,6756.0
BOS,2018-01-16,2018,1,384,9,0,53,0.0234,0.1413,5.43,379,48,1,58,0.1266,0.1752,0.72,18.39,7.66,1235.0,0,835.0,0,1367.0
BOS,2018-01-17,2018,1,387,104,0,141,0.2687,0.4982,43.11,391,70,0,216,0.179,0.6729,51.97,34.01,9.22,2445.0,510.0,4602.0,54.0,6885.0
BOS,2018-01-18,2018,1,402,12,0,76,0.0299,0.1949,6.96,403,8,0,77,0.0199,0.1949,2.22,21.48,6.91,1035.0,10.0,697.0,0,496.0
BOS,2018-01-19,2018,1,402,2,0,45,0.005,0.1125,0.36,402,2,0,34,0.005,0.085,-8.19,19.91,6.63,370.0,0,281.0,0,209.0
BOS,2018-01-20,2018,1,254,0,1,13,0.0,0.0512,-3.46,244,0,1,14,0.0,0.0574,-12.06,15.48,6.11,140.0,0,138.0,0,70.0
BOS,2018-01-21,2018,1,335,1,3,30,0.003,0.0898,0.43,344,2,1,30,0.0058,0.0877,-7.7,17.4,7.0,674.0,0,609.0,0,418.0
BOS,2018-01-22,2018,1,404,5,1,50,0.0124,0.1253,2.08,403,5,0,50,0.0124,0.1256,-4.75,17.36,8.38,624.0,281.0,329.0,0,367.0
BOS,2018-01-23,2018,1,384,10,0,64,0.026,0.1711,9.56,379,9,0,72,0.0237,0.1946,1.95,21.7,7.39,2716.0,0,1647.0,17.0,866.0
BOS,2018-01-24,2018,1,388,2,0,31,0.0052,0.0803,-1.31,391,4,0,27,0.0102,0.0698,-11.09,20.47,6.64,524.0,0,380.0,0,281.0
BOS,2018-01-25,2018,1,402,0,2,28,0.0,0.0697,-1.14,404,1,1,34,0.0025,0.0844,-6.28,19.74,6.7,508.0,0,132.0,0,270.0
BOS,2018-01-26,2018,1,403,2,0,29,0.005,0.0723,-0.81,403,1,0,23,0.0025,0.0572,-8.67,20.2,6.7,482.0,0,220.0,0,86.0
BOS,2018-01-27,2018,1,251,0,1,23,0.0,0.0916,-0.49,241,2,0,21,0.0083,0.0879,-10.56,16.28,5.81,715.0,21.0,86.0,0,134.0
BOS,2018-01-28,2018,1,334,1,0,26,0.003,0.0781,-0.44,343,2,0,29,0.0058,0.085,-8.1,16.72,6.45,517.0,0,488.0,0,695.0
BOS,2018-01-29,2018,1,402,5,0,61,0.0124,0.1537,3.01,403,7,0,73,0.0174,0.1843,0.28,19.93,8.55,1030.0,25.0,1939.0,0,835.0
BOS,2018-01-30,2018,1,383,13,0,176,0.0339,0.4757,39.49,378,9,1,196,0.0238,0.5312,35.65,39.17,11.25,3430.0,2653.0,6115.0,0,5935.0
BOS,2018-01-31,2018,1,387,1,0,20,0.0026,0.0518,-1.12,390,2,0,17,0.0051,0.0438,-12.93,20.13,6.96,920.0,0,239.0,0,236.0
BOS,2019-01-01,2019,1,327,0,1,77,0.0,0.2355,17.59,329,0,2,80,0.0,0.2432,6.7,17.64,6.55,2931.0,0,1077.0,0,3055.0
BOS,2019-01-02,2019,1,362,0,0,47,0.0,0.1298,4.66,367,0,0,61,0.0,0.1662,0.72,16.72,7.42,1010.0,0,868.0,27.0,855.0
BOS,2019-01-03,2019,1,358,1,0,57,0.0028,0.1597,7.68,356,1,1,44,0.0028,0.1239,0.77,17.09,6.77,2060.0,0,178.0,0,738.0
BOS,2019-01-04,2019,1,359,1,0,45,0.0028,0.1257,2.77,361,1,1,44,0.0028,0.1222,-0.49,16.68,6.89,1092.0,0,437.0,0,475.0
BOS,2019-01-05,2019,1,279,0,2,58,0.0,0.2079,11.51,275,0,1,51,0.0,0.1855,2.49,16.64,7.56,1643.0,0,1128.0,0,743.0
BOS,2019-01-06,2019,1,370,0,3,73,0.0,0.1973,10.36,366,0,0,74,0.0,0.2022,6.03,20.11,6.53,1185.0,448.0,1798.0,0,925.0
BOS,2019-01-07,2019,1,411,0,2,65,0.0,0.1582,6.91,414,0,0,54,0.0,0.1304,-5.18,18.27,7.8,2185.0,78.0,322.0,0,984.0
BOS,2019-01-08,2019,1,393,1,2,74,0.0025,0.1888,8.83,393,1,0,65,0.0025,0.1658,1.53,24.58,7.34,2546.0,11.0,1232.0,0,1196.0
BOS,2019-01-09,2019,1,400,1,0,41,0.0025,0.1028,0.32,397,1,0,63,0.0025,0.1591,0.26,20.25,6.56,303.0,0,794.0,0,405.0
BOS,2019-01-10,2019,1,408,4,0,77,0.0098,0.1906,11.48,409,5,0,62,0.0122,0.1535,3.54,22.36,6.63,2183.0,0,2078.0,36.0,981.0
BOS,2019-01-11,2019,1,408,1,0,56,0.0025,0.1376,4.49,409,1,0,69,0.0024,0.1691,-1.69,19.83,6.66,640.0,793.0,834.0,0,671.0
BOS,2019-01-12,2019,1,257,3,0,32,0.0117,0.126,4.22,250,1,0,34,0.004,0.1365,-4.8,17.17,6.41,1009.0,0,250.0,0,499.0
BOS,2019-01-13,2019,1,340,11,3,61,0.0324,0.1854,9.36,345,13,0,82,0.0377,0.247,9.25,16.03,9.44,837.0,230.0,546.0,0,1429.0
BOS,2019-01-14,2019,1,409,8,0,74,0.0196,0.1845,7.27,409,5,0,55,0.0122,0.1361,2.29,16.4,8.26,1239.0,0,672.0,0,805.0
BOS,2019-01-15,2019,1,391,2,0,52,0.0051,0.1337,3.65,392,2,0,55,0.0051,0.141,-1.31,19.13,7.25,1174.0,0,659.0,0,427.0
BOS,2019-01-16,2019,1,397,0,0,45,0.0,0.1134,4.97,395,0,0,52,0.0,0.1316,1.52,19.92,7.06,918.0,0,910.0,0,1271.0
BOS,2019-01-17,2019,1,408,2,0,74,0.0049,0.1823,6.72,409,2,0,87,0.0049,0.2138,5.24,20.01,8.01,1351.0,0,876.0,0,1094.0
BOS,2019-01-18,2019,1,407,5,0,82,0.0123,0.204,11.63,407,3,0,93,0.0074,0.2302,8.86,18.74,7.34,2121.0,60.0,1192.0,0,1673.0
BOS,2019-01-19,2019,1,251,34,0,35,0.1355,0.1613,9.24,240,101,0,24,0.4208,0.1727,-2.63,22.26,9.16,916.0,443.0,1592.0,0,291.0
BOS,2019-01-20,2019,1,290,226,0,48,0.7793,0.75,104.7,299,184,6,72,0.6154,0.6261,68.44,61.36,27.96,1297.0,4009.0,2203.0,0,1305.0
BOS,2019-01-21,2019,1,389,166,3,167,0.4267,0.7489,154.28,391,141,6,225,0.3606,0.9,255.43,39.78,15.87,6922.0,5167.0,6097.0,15.0,17781.0
BOS,2019-01-22,2019,1,393,123,0,224,0.313,0.8296,127.69,393,112,3,225,0.285,0.8007,117.65,29.89,11.68,10202.0,2618.0,2933.0,85.0,18574.0
BOS,2019-01-23,2019,1,398,19,1,198,0.0477,0.5224,43.12,397,13,0,250,0.0327,0.651,49.58,23.19,8.67,3844.0,408.0,3577.0,0,9242.0
BOS,2019-01-24,2019,1,410,22,2,205,0.0537,0.5284,44.9,411,15,0,275,0.0365,0.6944,62.0,21.01,8.04,3498.0,94.0,4549.0,14.0,10140.0
BOS,2019-01-25,2019,1,409,2,0,85,0.0049,0.2088,11.38,409,4,0,83,0.0098,0.2049,3.58,22.8,6.78,2458.0,0,2826.0,0,1953.0
BOS,2019-01-26,2019,1,255,0,0,20,0.0,0.0784,-0.85,250,0,0,22,0.0,0.088,-8.6,16.91,6.7,599.0,38.0,354.0,0,156.0
BOS,2019-01-27,2019,1,341,2,1,38,0.0059,0.1121,1.55,346,0,0,61,0.0,0.1763,-0.44,18.39,6.9,705.0,0,1842.0,0,766.0
BOS,2019-01-28,2019,1,410,13,1,56,0.0317,0.1411,10.16,410,16,1,51,0.039,0.1294,0.06,17.13,7.96,1748.0,110.0,2269.0,0,1534.0
BOS,2019-01-29,2019,1,392,8,0,36,0.0204,0.0938,0.88,392,5,0,49,0.0128,0.1266,-5.82,18.72,7.72,656.0,0,1362.0,0,754.0
BOS,2019-01-30,2019,1,398,23,1,110,0.0578,0.2933,26.42,397,26,1,133,0.0655,0.3585,24.46,32.99,16.73,2564.0,1965.0,6758.0,7.0,3893.0
BOS,2019-01-31,2019,1,410,24,2,114,0.0585,0.2953,27.35,411,21,0,93,0.0511,0.2385,20.9,19.16,8.36,4324.0,1653.0,1188.0,0,3294.0
BOS,2019-07-01,2019,7,379,4,1,57,0.0106,0.152,5.41,386,4,2,59,0.0104,0.1545,-0.48,17.52,8.56,1397.0,0,640.0,0,608.0
BOS,2019-07-02,2019,7,353,4,3,53,0.0113,0.1519,5.62,350,4,0,46,0.0114,0.1329,-1.75,19.98,7.37,371.0,215.0,1772.0,0,473.0
BOS,2019-07-03,2019,7,350,3,3,38,0.0086,0.1095,3.47,351,0,0,49,0.0,0.1396,-2.24,17.02,8.93,1272.0,0,369.0,0,331.0
BOS,2019-07-04,2019,7,302,4,3,35,0.0132,0.1174,7.57,303,5,0,58,0.0165,0.1946,7.31,15.5,8.2,1369.0,475.0,842.0,0,420.0
BOS,2019-07-05,2019,7,319,2,0,36,0.0063,0.1136,3.24,320,0,0,53,0.0,0.1656,3.82,17.44,7.01,521.0,0,497.0,0,706.0
BOS,2019-07-06,2019,7,338,17,2,119,0.0503,0.3707,56.82,334,20,11,128,0.0599,0.4076,52.64,21.24,11.38,5579.0,3271.0,2622.0,0,7625.0
BOS,2019-07-07,2019,7,406,14,2,163,0.0345,0.4158,33.58,406,13,0,165,0.032,0.4198,28.38,19.49,10.97,6136.0,92.0,2476.0,0,4786.0
BOS,2019-07-08,2019,7,460,6,3,139,0.013,0.3062,23.16,460,4,1,153,0.0087,0.3355,21.66,18.42,9.89,2775.0,297.0,1420.0,0,5351.0
BOS,2019-07-09,2019,7,454,2,1,76,0.0044,0.1681,10.18,453,2,0,85,0.0044,0.1885,3.77,22.45,10.21,2302.0,0,567.0,11.0,1570.0
BOS,2019-07-10,2019,7,454,1,2,53,0.0022,0.117,3.89,456,2,0,55,0.0044,0.1211,-3.11,18.91,10.41,1483.0,1.0,294.0,0,579.0
BOS,2019-07-11,2019,7,458,41,2,151,0.0895,0.3621,33.76,456,37,0,215,0.0811,0.5131,39.73,22.85,10.17,1558.0,401.0,7541.0,0,5218.0
BOS,2019-07-12,2019,7,456,11,1,142,0.0241,0.3191,18.59,459,8,3,172,0.0174,0.3814,18.06,17.93,11.4,2265.0,31.0,957.0,0,3302.0
BOS,2019-07-13,2019,7,347,4,0,39,0.0115,0.1137,4.88,342,3,0,42,0.0088,0.1239,-5.82,19.13,8.54,1649.0,0,169.0,0,547.0
BOS,2019-07-14,2019,7,410,0,0,30,0.0,0.0732,0.82,412,2,0,38,0.0049,0.0927,-5.19,20.46,8.45,479.0,0,394.0,0,715.0
BOS,2019-07-15,2019,7,460,3,1,55,0.0065,0.1204,3.36,460,2,0,66,0.0043,0.1441,-0.52,22.39,7.85,779.0,0,589.0,0,981.0
BOS,2019-07-16,2019,7,454,4,1,61,0.0088,0.1356,5.83,453,2,0,84,0.0044,0.1863,3.51,24.23,8.63,1632.0,66.0,958.0,22.0,1110.0
BOS,2019-07-17,2019,7,454,46,3,134,0.1013,0.3284,36.32,456,56,0,201,0.1228,0.5025,56.19,23.12,9.51,1562.0,3692.0,4215.0,0,6126.0
BOS,2019-07-18,2019,7,458,37,1,209,0.0808,0.4964,49.79,456,25,0,269,0.0548,0.6241,60.55,17.99,10.87,4829.0,359.0,4470.0,0,8947.0
BOS,2019-07-19,2019,7,456,3,4,121,0.0066,0.2671,21.17,460,8,0,121,0.0174,0.2677,13.76,22.2,10.15,3563.0,0,1935.0,0,3900.0
BOS,2019-07-20,2019,7,346,2,3,65,0.0058,0.189,10.36,341,1,0,76,0.0029,0.2235,10.3,18.76,8.92,1249.0,117.0,1269.0,0,1283.0
BOS,2019-07-21,2019,7,410,6,0,92,0.0146,0.2277,13.95,411,4,0,116,0.0097,0.285,11.52,26.11,9.99,1194.0,181.0,3850.0,0,2345.0
BOS,2019-07-22,2019,7,460,36,2,98,0.0783,0.2311,21.01,460,32,1,142,0.0696,0.3318,28.73,20.52,11.01,1994.0,233.0,3471.0,0,3667.0
BOS,2019-07-23,2019,7,454,5,1,168,0.011,0.3742,22.06,453,5,0,198,0.011,0.442,21.46,20.64,10.35,3183.0,168.0,2834.0,9.0,4216.0
BOS,2019-07-24,2019,7,454,4,3,73,0.0088,0.1622,9.31,456,3,1,74,0.0066,0.1634,2.03,17.55,10.25,2035.0,0,1017.0,0,2113.0
BOS,2019-07-25,2019,7,458,0,1,73,0.0,0.1594,6.08,456,0,1,68,0.0,0.1491,3.15,18.12,9.65,1280.0,0,356.0,0,1525.0
BOS,2019-07-26,2019,7,456,1,0,62,0.0022,0.1363,4.38,460,1,0,63,0.0022,0.1373,-1.87,17.11,9.11,640.0,0,680.0,0,1411.0
BOS,2019-07-27,2019,7,347,0,0,33,0.0,0.0951,1.35,342,0,0,38,0.0,0.1111,-4.2,17.63,8.47,476.0,0,428.0,0,336.0
BOS,2019-07-28,2019,7,410,0,0,59,0.0,0.1439,6.87,412,0,0,68,0.0,0.165,1.73,19.1,8.64,1846.0,0,217.0,0,1117.0
BOS,2019-07-29,2019,7,460,4,5,116,0.0087,0.2544,17.66,460,4,0,107,0.0087,0.2346,9.43,22.17,9.76,2490.0,36.0,2833.0,0,2509.0
BOS,2019-07-30,2019,7,454,2,3,105,0.0044,0.2323,15.17,453,2,0,129,0.0044,0.286,12.23,22.85,8.61,2362.0,24.0,2470.0,0,2752.0
BOS,2019-07-31,2019,7,454,62,0,175,0.1366,0.4464,72.77,456,60,18,198,0.1316,0.5,67.64,22.24,17.64,6609.0,5526.0,4304.0,0,12196.0
BOS,2020-01-01,2020,1,331,0,0,41,0.0,0.1239,2.31,336,0,0,46,0.0,0.1369,-4.21,17.01,7.1,630.0,0,191.0,0,336.0
BOS,2020-01-02,2020,1,382,1,0,46,0.0026,0.1207,3.17,384,0,1,31,0.0,0.0807,-9.5,16.64,7.33,1580.0,0,604.0,0,417.0
BOS,2020-01-03,2020,1,381,1,2,30,0.0026,0.0789,2.31,381,1,0,29,0.0026,0.0763,-10.64,17.15,7.29,1368.0,0,767.0,0,720.0
BOS,2020-01-04,2020,1,305,0,4,67,0.0,0.2197,11.03,304,0,0,66,0.0,0.2171,5.85,17.87,9.1,1824.0,31.0,2504.0,0,908.0
BOS,2020-01-05,2020,1,370,0,2,70,0.0,0.1892,8.52,375,0,0,66,0.0,0.176,3.63,20.62,7.68,1469.0,0,654.0,0,886.0
BOS,2020-01-06,2020,1,439,0,0,65,0.0,0.1481,9.05,438,0,1,60,0.0,0.137,-4.69,19.63,7.99,2495.0,126.0,948.0,0,1862.0
BOS,2020-01-07,2020,1,418,1,1,35,0.0024,0.0839,-1.07,409,2,0,25,0.0049,0.0614,-13.26,17.18,8.32,829.0,9.0,227.0,0,188.0
BOS,2020-01-08,2020,1,410,0,1,56,0.0,0.1366,4.85,414,0,0,67,0.0,0.1618,-2.67,26.77,8.48,851.0,49.0,1963.0,0,1266.0
BOS,2020-01-09,2020,1,440,1,0,47,0.0023,0.1071,0.87,441,1,0,33,0.0023,0.075,-8.98,19.65,7.33,1295.0,0,158.0,0,532.0
BOS,2020-01-10,2020,1,437,3,0,54,0.0069,0.1244,4.3,438,5,0,53,0.0114,0.1224,-0.12,17.75,6.81,914.0,740.0,1134.0,0,639.0
BOS,2020-01-11,2020,1,275,10,1,41,0.0364,0.1547,11.09,275,6,0,44,0.0218,0.1636,-0.56,15.4,6.49,1654.0,797.0,854.0,0,403.0
BOS,2020-01-12,2020,1,383,3,2,42,0.0078,0.1105,2.64,380,3,0,57,0.0079,0.1512,-2.55,18.0,7.42,898.0,15.0,638.0,0,663.0
BOS,2020-01-13,2020,1,434,3,0,38,0.0069,0.0882,2.96,437,2,0,37,0.0046,0.0851,-9.81,16.67,9.09,1549.0,367.0,970.0,0,945.0
BOS,2020-01-14,2020,1,414,1,1,25,0.0024,0.0605,-3.02,408,1,0,27,0.0025,0.0663,-16.0,18.21,7.51,540.0,6.0,901.0,0,145.0
BOS,2020-01-15,2020,1,414,2,3,30,0.0048,0.0728,1.04,416,1,0,22,0.0024,0.053,-12.68,18.94,8.13,1135.0,0,724.0,0,1003.0
BOS,2020-01-16,2020,1,435,2,4,86,0.0046,0.1986,11.29,439,3,0,84,0.0068,0.1927,3.4,23.03,7.83,1239.0,47.0,3848.0,50.0,1685.0
BOS,2020-01-17,2020,1,439,13,0,80,0.0296,0.1878,8.51,440,10,0,73,0.0227,0.1698,3.03,20.44,8.3,803.0,87.0,1708.0,0,1111.0
BOS,2020-01-18,2020,1,268,2,0,65,0.0075,0.2444,18.5,267,4,0,58,0.015,0.2205,4.71,27.89,12.26,1635.0,532.0,4645.0,0,616.0
BOS,2020-01-19,2020,1,327,2,0,38,0.0061,0.1169,3.66,325,0,0,59,0.0,0.1815,-2.23,25.6,7.8,1255.0,0,1517.0,0,751.0
BOS,2020-01-20,2020,1,416,0,0,51,0.0,0.1226,1.84,419,0,0,58,0.0,0.1384,-1.38,19.62,7.19,942.0,45.0,478.0,0,295.0
BOS,2020-01-21,2020,1,413,0,0,50,0.0,0.1211,5.61,407,0,1,44,0.0,0.1081,-3.12,16.85,8.07,1313.0,45.0,363.0,0,1101.0
BOS,2020-01-22,2020,1,411,2,0,42,0.0049,0.1027,2.15,410,2,0,47,0.0049,0.1152,-4.45,18.45,6.98,1142.0,0,17.0,0,731.0
BOS,2020-01-23,2020,1,429,0,0,24,0.0,0.0559,-2.2,435,1,1,41,0.0023,0.0945,-5.57,19.05,7.0,255.0,0,166.0,0,210.0
BOS,2020-01-24,2020,1,437,3,1,42,0.0069,0.0968,-0.0,438,3,0,45,0.0068,0.1034,-7.43,16.1,8.4,740.0,16.0,91.0,0,457.0
BOS,2020-01-25,2020,1,271,2,0,40,0.0074,0.1487,7.58,271,0,0,42,0.0,0.155,-1.24,15.6,8.2,1474.0,68.0,1045.0,0,122.0
BOS,2020-01-26,2020,1,379,0,0,50,0.0,0.1319,5.39,376,0,1,41,0.0,0.109,-2.75,17.79,6.65,1849.0,0,247.0,0,820.0
BOS,2020-01-27,2020,1,434,0,0,46,0.0,0.106,1.72,437,1,0,47,0.0023,0.1078,-6.19,19.11,7.11,1648.0,48.0,56.0,0,583.0
BOS,2020-01-28,2020,1,412,0,2,19,0.0,0.0461,-4.02,406,0,0,21,0.0,0.0517,-9.88,18.67,6.19,38.0,0,239.0,0,232.0
BOS,2020-01-29,2020,1,410,0,1,18,0.0,0.0439,-2.66,409,0,0,25,0.0,0.0611,-8.93,18.75,7.21,686.0,0,85.0,0,73.0
BOS,2020-01-30,2020,1,430,0,2,43,0.0,0.1,1.32,436,0,1,47,0.0,0.1078,-5.48,16.62,8.25,959.0,0,179.0,0,525.0
BOS,2020-01-31,2020,1,438,0,0,24,0.0,0.0548,-1.62,439,1,0,40,0.0023,0.0913,-6.88,18.03,7.28,712.0,0,323.0,0,268.0
BOS,2020-04-01,2020,4,326,188,0,15,0.5767,0.1087,6.4,329,198,0,5,0.6018,0.0382,-14.94,12.15,6.89,1073.0,44.0,2.0,0,118.0
BOS,2020-04-02,2020,4,303,192,0,7,0.6337,0.0631,-3.41,308,191,0,4,0.6201,0.0342,-14.34,14.21,5.65,210.0,0,0,0,0
BOS,2020-04-03,2020,4,304,190,0,7,0.625,0.0614,-3.46,307,191,0,9,0.6221,0.0776,-10.17,12.69,6.49,97.0,0,0,0,61.0
BOS,2020-04-04,2020,4,184,90,0,1,0.4891,0.0106,-6.47,186,86,0,3,0.4624,0.03,-17.97,11.99,6.37,37.0,0,0,0,0
BOS,2020-04-05,2020,4,216,99,0,5,0.4583,0.0427,-7.02,216,96,0,2,0.4444,0.0167,-23.18,12.47,5.8,99.0,0,47.0,0,0
BOS,2020-04-06,2020,4,238,126,0,19,0.5294,0.1696,8.0,236,134,0,11,0.5678,0.1078,-16.41,13.38,6.12,928.0,0,1.0,0,191.0
BOS,2020-04-07,2020,4,188,104,0,5,0.5532,0.0595,-3.7,187,104,0,1,0.5561,0.012,-23.1,13.36,5.78,219.0,0,0,0,2.0
BOS,2020-04-08,2020,4,154,63,0,3,0.4091,0.033,-6.12,152,61,0,2,0.4013,0.022,-25.71,12.22,5.79,147.0,0,87.0,0,0
BOS,2020-04-09,2020,4,161,63,1,0,0.3913,0.0,-7.62,162,58,0,2,0.358,0.0192,-25.22,13.16,5.6,0,0,17.0,0,0
BOS,2020-04-10,2020,4,160,51,0,4,0.3187,0.0367,-6.89,159,53,1,5,0.3333,0.0472,-23.64,15.07,6.03,59.0,0,0,0,0
BOS,2020-04-11,2020,4,128,46,0,1,0.3594,0.0122,-7.76,131,49,0,0,0.374,0.0,-29.96,14.74,5.04,76.0,0,0,0,0
BOS,2020-04-12,2020,4,114,33,0,3,0.2895,0.037,-6.49,112,32,0,1,0.2857,0.0125,-27.84,13.27,5.1,17.0,0,154.0,0,12.0
BOS,2020-04-13,2020,4,113,33,0,1,0.292,0.0125,-6.91,116,34,0,4,0.2931,0.0488,-20.76,13.75,5.35,7.0,0,39.0,0,0
BOS,2020-04-14,2020,4,108,31,0,4,0.287,0.0519,-5.34,111,29,0,0,0.2613,0.0,-33.55,14.18,5.09,132.0,0,33.0,0,0
BOS,2020-04-15,2020,4,97,22,0,3,0.2268,0.04,-1.45,94,22,0,2,0.234,0.0278,-31.76,14.56,5.82,413.0,0,136.0,0,0
BOS,2020-04-16,2020,4,115,33,0,1,0.287,0.0122,-7.73,115,35,0,2,0.3043,0.025,-33.92,15.18,5.56,0,0,59.0,0,0
BOS,2020-04-17,2020,4,110,36,0,3,0.3273,0.0405,-5.34,112,34,0,3,0.3036,0.0385,-25.56,14.66,5.35,119.0,0,78.0,0,0
BOS,2020-04-18,2020,4,79,18,0,3,0.2278,0.0492,-1.93,82,22,0,2,0.2683,0.0333,-23.83,26.3,5.95,256.0,3.0,390.0,0,0
BOS,2020-04-19,2020,4,107,33,0,2,0.3084,0.027,-6.82,102,36,0,1,0.3529,0.0152,-30.35,13.3,4.91,107.0,0,140.0,0,0
BOS,2020-04-20,2020,4,97,35,0,0,0.3608,0.0,-9.11,96,35,0,0,0.3646,0.0,-34.36,12.77,5.79,0,0,0,0,0
BOS,2020-04-21,2020,4,93,36,0,2,0.3871,0.0351,-7.16,95,39,0,3,0.4105,0.0536,-24.68,13.12,5.86,37.0,0,0,0,0
